name,country,region,sub_region,latitude,longitude,elevation_m,coast_distance_km,avg_temp_summer_c,avg_temp_winter_c,annual_rainfall_mm,sunny_days_per_year,hiking_trails_count,unesco_sites_within_100km,museum_count,national_parks_within_100km,theme_parks_count,cost_of_living_index,avg_3star_hotel_usd,annual_visitors_millions,visitors_per_capita,label
Dubai - Downtown,UAE,Middle East,Dubai,23.849,51.107,224.0,98.2,36.3,14.3,95.0,352.0,3.0,0,24.0,1,0,61.2,117.0,1.618,3.18,Luxury
Dubai - Marina,UAE,Middle East,Dubai,24.206,51.549,90.0,209.0,35.8,20.2,83.0,332.0,2.0,0,31.0,0,0,75.7,144.0,0.389,1.13,Luxury
Dubai - Palm Jumeirah,UAE,Middle East,Dubai,26.75,55.705,226.0,66.4,34.8,18.9,147.0,347.0,28.0,0,24.0,1,0,83.4,184.0,1.559,12.68,Luxury
Dubai - Old Town,UAE,Middle East,Dubai,25.535,54.654,164.0,155.7,37.9,19.7,134.0,304.0,5.0,0,29.0,1,0,71.4,145.0,1.614,9.87,Luxury
Abu Dhabi,UAE,Middle East,Abu Dhabi,22.291,53.901,0,23.7,36.8,16.9,113.0,352.0,5.0,0,6.0,1,0,77.9,136.0,1.055,18.99,Luxury
Ras Al Khaimah,UAE,Middle East,Ras Al Khaimah,26.365,53.279,139.0,214.9,35.9,17.2,102.0,325.0,5.0,0,18.0,0,1,77.0,138.0,0.507,4.6,Luxury
Sharjah,UAE,Middle East,Sharjah,27.582,51.979,113.0,61.8,34.1,17.8,94.0,357.0,16.0,0,0,1,0,56.1,122.0,0.909,2.96,Luxury
Liwa Desert,UAE,Middle East,Abu Dhabi,24.946,55.612,632.0,324.0,32.8,13.0,20,360,28.0,0,16.0,2,0,73.8,129.0,0.259,1.19,Adventure
Fujairah,UAE,Middle East,Fujairah,21.862,55.244,84.0,94.3,33.5,16.5,96.0,329.0,0,0,8.0,0,0,66.6,122.0,0.866,2.4,Adventure
Amman,Jordan,Middle East,Amman,31.631,37.631,155.0,62.5,29.4,5.9,253.0,294.0,1.0,1,38.0,0,0,53.1,89.0,1.736,1.0,Culture
Petra,Jordan,Middle East,Ma'an,31.142,37.768,136.0,61.9,30.3,7.4,206.0,286.0,6.0,1,39.0,1,0,56.5,93.0,0.513,1.14,Culture
Wadi Rum,Jordan,Middle East,Aqaba,31.224,36.408,612.0,188.0,25.3,5.0,30.0,315.0,51.0,0,4.0,1,0,44.9,80.0,0.047,0.18,Adventure
Dead Sea,Jordan,Middle East,Balqa,34.677,39.543,140.0,2.1,28.4,9.6,246.0,271.0,19.0,0,16.0,0,0,57.2,110.0,0.879,6.26,Relaxation
Aqaba,Jordan,Middle East,Aqaba,33.726,36.841,54.0,54.9,31.9,8.8,166.0,307.0,3.0,0,17.0,1,0,49.4,80.0,0.091,0.22,Relaxation
Jerash,Jordan,Middle East,Jerash,30.904,34.061,201.0,66.5,29.3,10.5,229.0,281.0,18.0,0,0,1,0,56.1,102.0,0.245,1.4,Culture
Madaba,Jordan,Middle East,Madaba,33.13,35.219,147.0,114.4,29.9,8.8,253.0,304.0,0,0,8.0,1,0,48.2,78.0,0.362,2.24,Culture
Dana Biosphere Reserve,Jordan,Middle East,Tafilah,31.901,35.859,108.0,54.9,27.4,5.2,219.0,300.0,52.0,0,3.0,4,0,45.3,67.0,0.273,0.94,Adventure
Jerusalem,Israel,Middle East,Jerusalem,32.758,38.188,123.0,221.3,26.3,11.6,394.0,310.0,5.0,2,28.0,1,0,92.2,230.0,1.536,0.9,Culture
Tel Aviv,Israel,Middle East,Tel Aviv,29.034,37.868,42.0,241.5,26.8,9.8,449.0,313.0,21.0,0,6.0,2,0,90.0,178.0,0.052,0.19,Culture
Eilat,Israel,Middle East,Southern,29.017,35.041,135.0,81.1,29.4,13.9,398.0,267.0,28.0,0,0,1,0,66.9,159.0,0.051,0.68,Relaxation
Haifa,Israel,Middle East,Haifa,32.083,34.494,10.0,158.9,28.0,12.9,295.0,334.0,31.0,0,0,0,1,92.3,168.0,0.171,3.21,Culture
Nazareth,Israel,Middle East,Northern,30.697,34.619,154.0,231.8,27.8,11.8,290.0,311.0,21.0,0,0,0,0,100.9,174.0,0.278,0.97,Culture
Dead Sea (Israel),Israel,Middle East,Southern,32.022,36.964,196.0,2.2,25.8,11.9,302.0,313.0,25.0,0,3.0,0,0,90.5,182.0,0.424,1.76,Relaxation
Masada,Israel,Middle East,Southern,29.386,32.217,167.0,131.7,30.2,10.1,466.0,291.0,32.0,0,12.0,1,1,87.3,158.0,0.167,0.98,Adventure
Galilee,Israel,Middle East,Northern,30.666,33.546,211.0,221.7,28.5,9.7,432.0,294.0,15.0,0,11.0,1,0,92.3,189.0,0.306,2.5,Adventure
Bethlehem,Israel,Middle East,Judea,33.644,39.987,176.0,179.9,28.0,11.4,544.0,259.0,34.0,0,1.0,2,0,92.4,122.0,0.071,0.68,Culture
Muscat,Oman,Middle East,Muscat,19.495,56.765,0,109.0,31.8,19.8,132.0,290.0,15.0,1,5.0,0,0,75.8,145.0,0.49,0.48,Culture
Nizwa,Oman,Middle East,Ad Dakhiliyah,20.213,53.594,88.0,231.0,32.2,21.8,97.0,308.0,5.0,0,7.0,2,0,56.1,99.0,0.116,1.24,Culture
Salalah,Oman,Middle East,Dhofar,20.539,56.604,137.0,123.1,32.1,17.2,69.0,280.0,8.0,0,0,1,0,73.6,123.0,0.061,0.45,Relaxation
Wahiba Sands,Oman,Middle East,Ash Sharqiyah,25.109,54.939,139.0,143.8,33.4,18.5,86.0,273.0,0,0,12.0,2,0,52.3,85.0,0.056,1.33,Adventure
Jebel Akhdar,Oman,Middle East,Ad Dakhiliyah,23.048,56.609,0,188.5,32.6,20.0,124.0,321.0,0,0,1.0,0,0,48.1,87.0,0.136,0.89,Adventure
Sur,Oman,Middle East,Ash Sharqiyah,19.75,58.539,149.0,91.6,31.4,19.7,117.0,320.0,10.0,0,8.0,0,0,65.7,116.0,0.104,0.58,Adventure
Musandam,Oman,Middle East,Musandam,22.351,57.702,221.0,141.7,34.3,20.0,101.0,375.0,10.0,0,19.0,0,0,51.3,87.0,0.03,0.22,Adventure
Cairo,Egypt,Africa,Cairo,27.819,31.599,158.0,214.6,31.1,13.2,63.0,331.0,3.0,1,178.0,0,0,34.2,70.0,4.146,0.3,Culture
Giza,Egypt,Africa,Giza,27.796,30.768,182.0,97.6,31.2,10.7,86.0,342.0,0,2,23.0,0,0,25.3,47.0,1.176,0.3,Culture
Luxor,Egypt,Africa,Luxor,29.927,27.745,186.0,182.8,27.4,13.2,74.0,283.0,1.0,1,10.0,2,0,29.8,52.0,0.767,0.11,Culture
Aswan,Egypt,Africa,Aswan,26.439,32.705,56.0,132.8,31.3,12.3,81.0,295.0,4.0,0,34.0,0,0,23.0,46.0,0.627,0.16,Culture
Abu Simbel,Egypt,Africa,Aswan,24.93,29.24,113.0,30.9,28.8,12.9,89.0,328.0,2.0,0,42.0,2,0,26.1,50.0,0.307,0.13,Culture
Hurghada,Egypt,Africa,Red Sea,27.417,31.302,66.0,1.5,30.7,12.7,79.0,344.0,18.0,0,8.0,0,0,35.4,60.0,1.564,1.09,Relaxation
Sharm El Sheikh,Egypt,Africa,South Sinai,28.322,28.996,180.0,163.0,31.2,12.7,112.0,303.0,0,0,26.0,1,0,27.1,44.0,0.741,0.58,Relaxation
Dahab,Egypt,Africa,South Sinai,27.209,28.497,243.0,29.6,29.5,12.5,72.0,316.0,0,0,40.0,0,0,28.9,50.0,0.71,0.17,Relaxation
Alexandria,Egypt,Africa,Alexandria,25.508,31.48,98.0,45.0,31.9,15.4,98.0,367.0,0,0,28.0,0,0,24.7,45.0,0.41,0.12,Culture
Siwa Oasis,Egypt,Africa,Matrouh,27.387,28.605,692.0,220.2,27.5,11.1,20,360,26.0,0,27.0,1,0,25.6,48.0,0.55,0.14,Adventure
Marsa Alam,Egypt,Africa,Red Sea,27.932,31.834,147.0,2.8,28.1,13.8,78.0,303.0,15.0,0,5.0,0,0,30.2,56.0,0.746,0.29,Relaxation
Mount Sinai,Egypt,Africa,South Sinai,27.664,33.174,134.0,186.5,30.0,13.5,98.0,297.0,4.0,0,33.0,1,0,25.1,49.0,0.668,0.16,Adventure
Marrakech,Morocco,Africa,Marrakech-Safi,31.271,-5.343,76.0,85.0,25.5,10.4,349.0,255.0,5.0,1,9.0,1,0,34.5,70.0,0.817,0.57,Culture
Fes,Morocco,Africa,Fès-Meknès,32.717,-9.179,160.0,56.9,25.9,9.4,344.0,297.0,0,0,23.0,1,0,36.9,67.0,0.631,0.45,Culture
Casablanca,Morocco,Africa,Casablanca-Settat,30.387,-9.768,137.0,173.0,27.1,12.5,352.0,327.0,0,0,6.0,2,0,37.0,53.0,0.429,0.54,Culture
Chefchaouen,Morocco,Africa,Tangier-Tétouan,32.409,-10.116,97.0,228.1,28.7,10.5,314.0,298.0,1.0,0,29.0,2,0,41.3,69.0,0.91,0.85,Culture
Essaouira,Morocco,Africa,Marrakech-Safi,31.121,-7.655,6.0,152.3,27.2,11.1,331.0,306.0,11.0,0,1.0,2,1,35.8,52.0,0.175,0.89,Relaxation
Tangier,Morocco,Africa,Tangier-Tétouan,29.141,-7.573,100.0,216.1,25.3,14.3,360.0,303.0,16.0,0,29.0,1,0,34.9,67.0,0.627,0.46,Culture
Meknes,Morocco,Africa,Fès-Meknès,32.172,-6.804,188.0,142.4,25.3,10.2,283.0,282.0,27.0,0,13.0,0,0,28.3,56.0,0.537,1.32,Culture
Rabat,Morocco,Africa,Rabat-Salé,32.606,-4.971,135.0,208.1,27.6,10.3,405.0,335.0,20.0,2,58.0,0,0,45.8,78.0,2.194,0.24,Culture
Sahara - Merzouga,Morocco,Africa,Drâa-Tafilalet,32.927,-7.243,969.0,182.6,19.0,4.8,30.0,360,35.0,0,31.0,2,1,34.0,57.0,1.269,0.94,Adventure
Sahara - Zagora,Morocco,Africa,Drâa-Tafilalet,32.8,-7.743,334.0,287.8,24.5,8.7,61.0,333.0,18.0,0,40.0,0,0,32.9,45.0,0.511,1.15,Adventure
Atlas Mountains - Imlil,Morocco,Africa,Marrakech-Safi,31.631,-9.948,1773.0,166.5,15.7,-0.5,393.0,184.0,74.0,0,3.0,2,0,34.5,57.0,0.972,0.71,Adventure
Ouarzazate,Morocco,Africa,Drâa-Tafilalet,33.414,-6.495,80.0,46.1,27.8,12.5,244.0,297.0,14.0,0,22.0,0,1,32.5,59.0,0.95,0.96,Culture
Agadir,Morocco,Africa,Souss-Massa,32.669,-5.667,181.0,220.9,24.9,11.0,321.0,316.0,23.0,0,14.0,0,0,30.0,47.0,0.361,0.32,Relaxation
Volubilis,Morocco,Africa,Fès-Meknès,29.907,-6.172,172.0,182.9,28.0,8.5,353.0,253.0,15.0,0,20.0,2,0,30.0,55.0,0.689,0.48,Culture
Serengeti,Tanzania,Africa,Mara,-7.123,31.937,166.0,93.9,20.3,26.8,995.0,223.0,2.0,0,14.0,1,0,36.2,86.0,0.111,0.06,Adventure
Ngorongoro Crater,Tanzania,Africa,Arusha,-6.575,36.063,206.0,227.6,20.2,28.0,1112.0,214.0,18.0,0,0.0,0,0,43.4,108.0,0.066,0.03,Adventure
Mount Kilimanjaro,Tanzania,Africa,Kilimanjaro,-8.593,33.542,1247.0,194.6,13.3,17.6,935.0,222.0,40.0,0,2.0,2,0,34.0,88.0,0.157,0.12,Adventure
Zanzibar - Stone Town,Tanzania,Africa,Zanzibar,-7.744,36.668,68.0,52.7,20.6,25.0,1097.0,242.0,0,0,43.0,1,0,39.2,74.0,0.048,0.14,Culture
Zanzibar - Nungwi,Tanzania,Africa,Zanzibar,-3.454,33.334,131.0,65.5,19.4,26.2,1170.0,207.0,11.0,0,26.0,1,0,46.8,120.0,0.032,0.03,Relaxation
Zanzibar - Paje,Tanzania,Africa,Zanzibar,-4.996,33.265,130.0,74.1,22.2,25.2,975.0,242.0,10.0,0,25.0,2,0,34.8,84.0,0.1,0.09,Relaxation
Tarangire,Tanzania,Africa,Manyara,-9.087,35.61,115.0,122.8,19.5,26.8,940.0,252.0,18.0,0,16.0,1,0,36.8,88.0,0.051,0.03,Adventure
Lake Manyara,Tanzania,Africa,Manyara,-5.665,36.318,556.0,155.8,17.2,24.1,811.0,236.0,36.0,0,32.0,2,0,40.5,76.0,0.126,0.07,Adventure
Selous,Tanzania,Africa,Lindi,-5.039,35.711,168.0,183.7,21.8,24.2,1236.0,227.0,13.0,0,14.0,2,0,37.7,76.0,0.12,0.08,Adventure
Mafia Island,Tanzania,Africa,Pwani,-5.429,32.325,224.0,0.4,19.6,24.2,779.0,252.0,32.0,0,7.0,0,0,36.1,91.0,0.23,0.41,Relaxation
Arusha,Tanzania,Africa,Arusha,-8.159,37.441,207.0,107.9,19.6,26.6,1163.0,222.0,34.0,0,24.0,1,0,36.4,83.0,0.103,0.07,Adventure
Dar es Salaam,Tanzania,Africa,Dar es Salaam,-7.287,36.178,101.0,164.6,18.9,25.4,856.0,223.0,16.0,1,88.0,0,1,43.5,95.0,0.219,0.03,Culture
Nairobi,Kenya,Africa,Nairobi,1.058,39.882,174.0,193.6,19.5,23.2,875.0,213.0,12.0,1,61.0,1,1,44.8,99.0,0.322,0.05,Culture
Maasai Mara,Kenya,Africa,Narok,0.99,37.079,128.0,148.3,21.9,24.9,1001.0,241.0,18.0,0,19.0,0,0,41.1,81.0,0.016,0.01,Adventure
Amboseli,Kenya,Africa,Kajiado,-2.23,38.045,87.0,29.2,19.0,21.6,841.0,238.0,14.0,0,12.0,0,0,36.6,85.0,0.109,0.14,Adventure
Lake Nakuru,Kenya,Africa,Nakuru,-1.047,39.309,701.0,321.3,16.4,19.4,1030.0,229.0,25.0,0,11.0,2,0,40.0,81.0,0.067,0.04,Adventure
Diani Beach,Kenya,Africa,Kwale,2.168,37.749,53.0,2.1,21.2,23.6,925.0,260.0,11.0,0,4.0,1,0,44.7,82.0,0.417,0.42,Relaxation
Mombasa,Kenya,Africa,Mombasa,-0.784,35.208,324.0,158.4,19.6,22.4,777.0,234.0,35.0,0,17.0,2,0,36.4,73.0,0.023,0.02,Culture
Lamu,Kenya,Africa,Lamu,0.085,37.221,0,42.4,19.8,24.6,1162.0,234.0,9.0,0,23.0,1,0,46.3,101.0,0.182,0.28,Culture
Mount Kenya,Kenya,Africa,Meru,-1.332,40.788,56.0,176.8,23.4,23.3,873.0,240.0,21.0,0,22.0,2,0,42.1,80.0,0.064,0.06,Adventure
Tsavo,Kenya,Africa,Taita-Taveta,0.891,37.505,135.0,119.5,19.4,22.3,1245.0,243.0,1.0,0,2.0,1,0,37.9,87.0,0.131,0.07,Adventure
Lake Naivasha,Kenya,Africa,Nakuru,-0.222,38.501,538.0,354.2,17.5,17.3,809.0,248.0,12.0,0,18.0,1,0,42.7,89.0,0.09,0.07,Adventure
Samburu,Kenya,Africa,Samburu,1.49,40.485,92.0,112.4,21.0,21.0,930.0,231.0,33.0,0,9.0,1,1,36.9,74.0,0.166,0.11,Adventure
Cape Town,South Africa,Africa,Western Cape,-32.379,23.658,49.0,1.0,16.4,26.0,411.0,282.0,22.0,0,6.0,2,0,44.3,105.0,0.807,0.68,Culture
Stellenbosch,South Africa,Africa,Western Cape,-29.25,24.425,156.0,0.0,17.9,24.0,491.0,278.0,21.0,0,5.0,1,0,59.0,111.0,1.138,0.61,Luxury
Garden Route - Knysna,South Africa,Africa,Western Cape,-32.299,17.403,137.0,0.5,19.3,21.6,395.0,260.0,0,1,7.0,0,0,40.8,89.0,0.676,0.41,Adventure
Garden Route - Plettenberg Bay,South Africa,Africa,Western Cape,-29.668,22.51,187.0,0.6,17.7,23.0,418.0,292.0,19.0,0,12.0,0,0,42.4,85.0,1.244,0.81,Adventure
Hermanus,South Africa,Africa,Western Cape,-32.653,23.273,210.0,0.1,17.7,21.8,573.0,257.0,0,0,4.0,2,0,44.0,98.0,0.519,1.36,Relaxation
Kruger National Park,South Africa,Africa,Mpumalanga,-33.851,23.243,21.0,39.1,18.1,23.5,359.0,291.0,45.0,1,3.0,1,0,50.0,84.0,0.418,0.84,Adventure
Johannesburg,South Africa,Africa,Gauteng,-31.413,20.445,111.0,136.4,17.0,24.1,524.0,266.0,35.0,0,7.0,1,0,43.5,75.0,0.313,0.49,Culture
Pretoria,South Africa,Africa,Gauteng,-30.937,24.637,156.0,212.6,17.4,23.5,599.0,307.0,8.0,2,119.0,0,0,43.4,87.0,4.008,0.5,Culture
Durban,South Africa,Africa,KwaZulu-Natal,-32.791,23.959,151.0,52.0,16.7,22.8,282.0,249.0,18.0,0,19.0,2,1,39.9,75.0,0.117,0.1,Culture
Drakensberg,South Africa,Africa,KwaZulu-Natal,-30.766,22.189,922.0,360.9,11.3,16.5,433.0,229.0,92.0,0,3.0,1,0,35.7,97.0,0.131,0.07,Adventure
Pilanesberg,South Africa,Africa,North West,-29.763,23.714,196.0,148.7,16.8,23.6,594.0,295.0,26.0,0,20.0,0,0,37.1,78.0,0.288,0.22,Adventure
Sun City,South Africa,Africa,North West,-31.819,23.57,235.0,130.0,16.6,23.4,381.0,260.0,25.0,0,18.0,2,0,37.1,95.0,0.597,0.51,Family
Wine Country - Franschhoek,South Africa,Africa,Western Cape,-30.204,19.582,0,2.5,17.2,24.3,634.0,275.0,10.0,0,8.0,1,0,64.2,110.0,2.01,0.93,Luxury
Windhoek,Namibia,Africa,Khomas,-20.513,14.96,13.0,56.2,17.1,24.2,308.0,275.0,10.0,0,34.0,0,1,44.1,90.0,0.214,0.38,Adventure
Sossusvlei,Namibia,Africa,Hardap,-25.569,13.459,10.0,216.7,16.6,25.3,305.0,254.0,0,0,0.0,2,0,41.8,82.0,0.057,0.84,Adventure
Etosha National Park,Namibia,Africa,Oshikoto,-21.911,16.984,183.0,82.4,16.5,25.6,255.0,348.0,77.0,0,2.0,2,0,39.1,72.0,0.026,0.4,Adventure
Swakopmund,Namibia,Africa,Erongo,-23.287,17.827,0,178.3,18.7,27.1,284.0,270.0,9.0,0,14.0,0,0,45.5,85.0,0.037,0.54,Adventure
Damaraland,Namibia,Africa,Kunene,-24.737,15.499,121.0,131.4,17.0,26.1,270.0,297.0,0.0,0,2.0,2,1,37.6,80.0,0.143,2.24,Adventure
Fish River Canyon,Namibia,Africa,Karas,-22.724,16.561,222.0,65.8,17.8,24.1,372.0,296.0,35.0,0,3.0,2,0,46.1,86.0,0.077,3.27,Adventure
Skeleton Coast,Namibia,Africa,Erongo,-21.694,19.716,195.0,1.3,19.0,23.3,357.0,304.0,31.0,0,5.0,0,0,45.7,88.0,0.07,1.14,Adventure
Okavango Delta,Botswana,Africa,North-West,-23.233,24.126,171.0,205.3,14.3,22.0,267.0,252.0,83.0,0,5.0,2,0,40.0,106.0,0.125,1.29,Adventure
Chobe National Park,Botswana,Africa,North-West,-20.245,24.671,126.0,174.4,12.0,24.4,446.0,270.0,59.0,0,7.0,3,0,45.2,127.0,0.04,0.43,Adventure
Kalahari,Botswana,Africa,Kgalagadi,-21.019,21.174,619.0,183.1,11.1,17.9,60.0,353.0,8.0,0,3.0,2,0,40.3,108.0,0.059,0.75,Adventure
Maun,Botswana,Africa,North-West,-21.123,23.536,266.0,177.9,11.1,20.3,360.0,324.0,9.0,0,0,0,0,46.8,121.0,0.045,1.34,Adventure
Gaborone,Botswana,Africa,South-East,-25.729,29.783,72.0,216.3,14.6,22.3,323.0,307.0,0,0,11.0,0,1,61.9,155.0,0.318,1.09,Adventure
Antananarivo,Madagascar,Africa,Analamanga,-17.5,45.79,78.0,84.1,21.8,24.4,1402.0,231.0,14.0,0,64.0,0,0,38.4,76.0,0.067,0.01,Adventure
Andasibe,Madagascar,Africa,Alaotra-Mangoro,-18.203,49.674,154.0,208.0,19.2,23.3,1625.0,208.0,10.0,0,23.0,0,0,33.8,54.0,0.031,0.05,Adventure
Nosy Be,Madagascar,Africa,Diana,-17.815,45.472,165.0,214.7,20.1,23.0,1870.0,217.0,19.0,0,0.0,0,0,33.9,69.0,0.01,0.02,Adventure
Avenue of the Baobabs,Madagascar,Africa,Menabe,-20.712,46.281,123.0,187.0,17.7,24.5,1305.0,226.0,0,0,0,1,0,30.5,51.0,0.02,0.02,Adventure
Isalo National Park,Madagascar,Africa,Ihorombe,-18.457,49.308,75.0,159.0,20.3,22.3,1637.0,228.0,67.0,0,5.0,4,0,31.7,48.0,0.01,0.01,Adventure
Tunis,Tunisia,Africa,Tunis,33.339,10.172,260.0,78.2,25.8,7.4,409.0,279.0,10.0,1,57.0,0,1,40.5,70.0,2.326,1.23,Culture
Carthage,Tunisia,Africa,Tunis,33.088,7.749,59.0,137.9,28.0,7.2,371.0,308.0,1.0,1,34.0,0,0,31.8,48.0,0.387,0.71,Culture
Sidi Bou Said,Tunisia,Africa,Tunis,33.015,8.09,52.0,161.0,29.0,9.9,396.0,262.0,22.0,0,18.0,1,0,25.7,48.0,0.305,3.45,Culture
Hammamet,Tunisia,Africa,Nabeul,37.417,8.575,35.0,121.2,30.0,10.6,301.0,322.0,26.0,0,2.0,0,0,28.4,50.0,0.245,0.62,Relaxation
Sousse,Tunisia,Africa,Sousse,35.175,8.086,0,68.4,27.5,11.9,348.0,326.0,13.0,0,11.0,0,1,36.1,59.0,0.727,2.28,Relaxation
Djerba,Tunisia,Africa,Médenine,36.901,8.998,179.0,148.5,27.6,11.9,276.0,273.0,22.0,0,0.0,2,0,26.9,44.0,0.177,2.56,Relaxation
Tozeur,Tunisia,Africa,Tozeur,32.669,9.686,26.0,186.6,28.8,7.8,438.0,276.0,28.0,0,11.0,0,1,30.6,59.0,0.394,1.45,Adventure
Kairouan,Tunisia,Africa,Kairouan,32.707,10.554,58.0,75.8,28.2,8.0,243.0,269.0,0,0,16.0,1,0,32.4,65.0,0.179,1.13,Culture
New York City,United States,North America,New York,40.766,-100.103,223.0,113.2,22.1,1.3,660.0,197.0,14.0,0,85.0,0,0,66.2,122.0,2.836,0.23,Culture
Los Angeles,United States,North America,California,41.941,-99.924,105.0,31.8,22.7,0.9,756.0,197.0,37.0,1,99.0,2,0,61.8,124.0,6.924,2.64,Culture
San Francisco,United States,North America,California,39.53,-98.49,245.0,226.3,21.4,1.2,610.0,204.0,26.0,1,98.0,0,0,77.0,143.0,6.073,2.18,Culture
San Diego,United States,North America,California,37.702,-100.396,273.0,173.0,22.7,-0.7,518.0,193.0,27.0,0,86.0,0,0,74.9,150.0,2.981,0.3,Family
Chicago,United States,North America,Illinois,40.008,-98.341,152.0,249.6,22.5,2.7,904.0,202.0,27.0,0,89.0,1,0,80.3,160.0,3.725,0.3,Culture
Miami,United States,North America,Florida,39.925,-96.307,166.0,64.0,23.1,1.3,764.0,213.0,12.0,0,77.0,1,0,79.9,134.0,5.543,0.56,Relaxation
Orlando,United States,North America,Florida,37.444,-102.726,122.0,62.3,20.8,1.8,691.0,205.0,22.0,1,87.0,0,2,84.2,151.0,1.942,0.52,Family
Key West,United States,North America,Florida,39.698,-98.435,73.0,161.4,24.4,1.2,804.0,211.0,0,0,95.0,2,0,74.7,121.0,5.701,1.44,Relaxation
Las Vegas,United States,North America,Nevada,39.8,-101.717,320.0,155.9,22.7,-1.4,1193.0,192.0,20.0,0,71.0,0,0,73.5,181.0,3.405,0.78,Luxury
New Orleans,United States,North America,Louisiana,38.701,-96.047,56.0,170.0,24.0,2.7,773.0,215.0,14.0,0,86.0,1,0,61.0,123.0,5.423,0.69,Culture
Boston,United States,North America,Massachusetts,42.371,-101.3,280.0,188.5,22.4,0.5,514.0,208.0,3.0,1,80.0,2,0,61.4,127.0,6.303,1.15,Culture
Washington DC,United States,North America,DC,38.537,-98.874,107.0,168.8,22.9,1.6,741.0,224.0,14.0,3,347.0,1,0,85.0,181.0,15.118,0.19,Culture
Seattle,United States,North America,Washington,38.815,-96.172,91.0,2.9,23.1,5.6,617.0,217.0,15.0,1,9.0,0,0,67.3,167.0,16.501,2.33,Culture
Portland,United States,North America,Oregon,41.104,-96.439,114.0,2.4,23.5,3.0,942.0,220.0,37.0,1,11.0,0,1,68.7,132.0,14.772,3.76,Culture
Austin,United States,North America,Texas,42.02,-98.688,77.0,109.5,24.4,1.5,687.0,175.0,17.0,0,92.0,2,0,67.6,129.0,4.451,0.36,Culture
Nashville,United States,North America,Tennessee,36.927,-98.379,33.0,65.8,24.9,3.4,789.0,220.0,18.0,1,99.0,1,0,59.2,115.0,1.868,0.67,Culture
Charleston,United States,North America,South Carolina,36.964,-98.938,44.0,147.3,23.0,-0.7,677.0,227.0,30.0,1,84.0,2,0,65.2,134.0,2.352,0.18,Culture
Savannah,United States,North America,Georgia,40.256,-97.328,86.0,98.2,23.9,0.9,778.0,199.0,17.0,0,88.0,1,0,77.5,168.0,2.763,0.24,Culture
Aspen,United States,North America,Colorado,39.064,-97.82,1843.0,186.8,12.6,-15.6,1130.0,199.0,82.0,2,5.0,3,0,118.8,226.0,5.29,0.43,Luxury
Vail,United States,North America,Colorado,38.3,-99.003,2025.0,377.9,10.4,-17.3,1409.0,185.0,92.0,2,4.0,3,0,111.5,242.0,3.369,1.16,Luxury
Denver,United States,North America,Colorado,41.427,-94.518,168.0,96.8,22.4,2.2,1027.0,203.0,14.0,1,76.0,0,0,83.3,169.0,5.199,3.01,Culture
Yellowstone,United States,North America,Wyoming,38.314,-98.73,158.0,63.1,21.0,0.5,736.0,211.0,32.0,0,81.0,1,1,69.4,129.0,3.933,0.33,Adventure
Grand Teton,United States,North America,Wyoming,39.192,-99.979,117.0,46.4,23.2,-0.9,629.0,197.0,6.0,1,70.0,0,0,57.4,137.0,4.876,0.51,Adventure
Yosemite,United States,North America,California,40.206,-97.46,221.0,169.9,22.2,-0.0,501.0,213.0,18.0,0,96.0,0,1,73.4,119.0,5.327,0.78,Adventure
Grand Canyon,United States,North America,Arizona,40.138,-95.791,140.0,220.1,24.2,2.5,595.0,165.0,58.0,1,3.0,2,0,85.5,169.0,2.615,0.4,Adventure
Sedona,United States,North America,Arizona,40.107,-99.247,105.0,23.2,24.6,1.7,588.0,192.0,13.0,1,77.0,1,0,84.4,158.0,3.992,1.24,Relaxation
Phoenix - Scottsdale,United States,North America,Arizona,39.918,-101.325,0,146.9,26.3,1.5,691.0,203.0,28.0,0,101.0,2,0,82.7,166.0,5.944,1.33,Luxury
Moab,United States,North America,Utah,38.941,-94.934,126.0,147.9,21.4,-0.8,592.0,195.0,17.0,1,84.0,0,0,75.6,133.0,0.739,0.19,Adventure
Zion,United States,North America,Utah,40.496,-97.422,125.0,205.1,22.3,-0.6,652.0,185.0,0,1,83.0,2,0,69.5,138.0,3.617,0.81,Adventure
Bryce Canyon,United States,North America,Utah,38.96,-97.256,134.0,37.5,23.1,0.4,721.0,201.0,58.0,1,0,1,0,80.5,154.0,5.125,1.22,Adventure
Arches,United States,North America,Utah,40.447,-97.62,191.0,248.0,22.2,-1.2,528.0,211.0,15.0,1,86.0,1,0,71.5,128.0,0.79,0.08,Adventure
Glacier National Park,United States,North America,Montana,37.377,-99.247,2405.0,82.0,9.6,-20.9,1091.0,188.0,75.0,1,4.0,3,0,96.0,205.0,0.67,0.24,Adventure
Bozeman,United States,North America,Montana,40.183,-98.79,108.0,83.3,23.6,2.1,733.0,178.0,20.0,0,93.0,1,0,70.1,136.0,2.714,0.26,Adventure
Jackson Hole,United States,North America,Wyoming,37.121,-98.236,0,119.3,23.1,-0.6,821.0,218.0,19.0,0,90.0,1,0,78.4,158.0,5.95,1.25,Luxury
Park City,United States,North America,Utah,40.182,-101.024,2380.0,384.0,8.3,-15.5,882.0,209.0,44.0,2,7.0,3,0,110.9,175.0,5.698,0.83,Luxury
Lake Tahoe,United States,North America,California,38.678,-95.999,756.0,335.5,19.5,-3.8,684.0,232.0,29.0,1,89.0,0,1,63.2,105.0,6.912,0.82,Luxury
